# Global Ionospheric Radio Observatory (GIRO)
# GIRO Digital Ionogram Database (DIDBase)
# Tabulated Rapid Access Ionospheric Characteristics, Version 1.1
# Generated by FastChar.GetBest on 2026-08-31T08:22:50.294Z
#
# Location: GEO (  8.5 N     4.5 E ), URSI-Code IL008, ILORIN
# Query for measurement interval of time: 2010-01-01T00:00:00.000Z - 2010-12-31T23:40:00.000Z
# Requested by unknown guest from IP:102.89.82.60
# Instrument: Ionosonde, Model: [DPS-4]
#
# Data Selection:
# CS [percent] = Autoscaling Confidence Score (from 0 to 100, 999 if manual scaling, -1 if unknown)
# foF2[MHz] = F2 layer critical frequency
# hmF2[km] = Peak height F2-layer
#
# All GIRO measurements are released under CC-BY-NC-SA 4.0 license
# Please follow the Lowell GIRO Data Center RULES OF THE ROAD
# https://ulcar.uml.edu/DIDBase/RulesOfTheRoadForDIDBase.htm
# Requires acknowledgement of IL008 data provider
#
# Time                    CS   foF2 QD   hmF2 QD
2010-08-19T12:45:00.000Z 100  8.325 //  347.0 //
2010-08-19T13:00:00.000Z 100  8.425 //  348.7 //
2010-08-19T13:15:00.000Z 100  8.575 //  346.9 //
2010-08-19T13:30:00.000Z 100  8.775 //  343.9 //
2010-08-19T13:45:00.000Z 100  8.875 //  337.5 //
2010-08-19T14:00:00.000Z 100  8.825 //  336.2 //
2010-08-19T14:15:00.000Z 100  8.875 //  343.0 //
2010-08-19T14:30:00.000Z 100  8.925 //  322.4 //
2010-08-19T14:45:00.000Z 100  9.125 //  336.8 //
2010-08-19T15:00:00.000Z 100  9.125 //  322.5 //
2010-08-19T15:15:00.000Z 100  9.163 //  328.8 //
2010-08-19T15:30:00.000Z 100  9.113 //  329.3 //
2010-08-19T15:45:00.000Z 100  9.163 //  323.6 //
2010-08-19T16:00:00.000Z 100  8.975 //  315.7 //
2010-08-19T16:15:00.000Z 100  9.025 //  316.9 //
2010-08-19T16:30:00.000Z 100  9.063 //  321.6 //
2010-08-19T16:45:00.000Z   0  8.950 //    --- __
2010-08-19T17:00:00.000Z 100  9.163 //  333.8 //
2010-08-19T17:15:00.000Z  75  9.200 //  331.3 //
2010-08-19T17:30:00.000Z  75  9.150 //  338.3 //
2010-08-19T17:45:00.000Z 100  9.100 //  337.8 //
2010-08-19T18:00:00.000Z 100  9.150 //  341.6 //
2010-08-19T18:15:00.000Z 100  9.200 //  343.5 //
2010-08-19T18:30:00.000Z  75  9.300 //  334.7 //
2010-08-19T18:45:00.000Z 100  9.250 //  329.6 //
2010-08-19T19:00:00.000Z 100  9.300 /_  331.5 /_
2010-08-19T19:15:00.000Z 100  9.200 /_  328.3 /_
2010-08-19T19:30:00.000Z 100  8.900 //  320.8 //
2010-08-19T19:45:00.000Z 100  8.850 //  319.2 //
2010-08-19T20:00:00.000Z 100  8.700 //  328.3 //
2010-08-19T20:15:00.000Z  75  8.350 //  327.5 //
2010-08-19T20:30:00.000Z  75  8.100 /_  331.0 /_
2010-08-19T20:45:00.000Z  75  7.950 /_  337.2 /_
2010-08-19T21:00:00.000Z  75  7.650 /_  320.1 /_
2010-08-19T21:15:00.000Z  50  7.450 /_  338.4 /_
2010-08-19T21:30:00.000Z  50  6.800 //  319.4 //
2010-08-19T21:45:00.000Z  50  5.000 //  294.0 //
2010-08-19T22:00:00.000Z  33  8.050 //  296.9 //
2010-08-19T22:15:00.000Z   0  6.400 //    --- __
2010-08-19T22:30:00.000Z  33  5.050 //  261.0 //
2010-08-19T22:45:00.000Z  50  6.750 //  265.2 //
2010-08-19T23:00:00.000Z  33  5.400 //  285.2 //
2010-08-19T23:15:00.000Z   0  6.400 //  308.7 //
2010-08-19T23:30:00.000Z  50  5.050 //  271.5 //
2010-08-19T23:45:00.000Z  50  6.250 //  268.9 //
2010-08-20T00:15:00.000Z  50  4.650 //  287.7 //
2010-08-20T00:30:00.000Z   0  5.150 //  261.9 //
2010-08-20T00:45:00.000Z  50  7.100 //  292.0 //
2010-08-20T01:00:00.000Z  33  5.950 //  261.1 //
2010-08-20T01:15:00.000Z   0  6.700 //    --- __
2010-08-20T01:30:00.000Z  50  5.250 //  255.8 //
2010-08-20T01:45:00.000Z   0  5.050 //    --- __
2010-08-20T02:00:00.000Z  33  5.450 //  282.6 //
2010-08-20T02:15:00.000Z  50  4.300 //  245.5 //
2010-08-20T02:30:00.000Z  75  4.200 //  261.3 //
2010-08-20T02:45:00.000Z  50  3.750 //  268.1 //
2010-08-20T03:00:00.000Z  50  4.250 //  269.5 //
2010-08-20T03:15:00.000Z  75  3.600 //  249.0 //
2010-08-20T03:30:00.000Z  75  3.400 //  248.9 //
2010-08-20T03:45:00.000Z 100  3.150 //  236.4 //
2010-08-20T04:00:00.000Z 100  2.800 //  235.4 //
2010-08-20T04:15:00.000Z  75  2.450 //  238.5 //
2010-08-20T04:30:00.000Z 100  2.000 //  234.8 //
2010-08-20T05:15:00.000Z  75  2.100 //  298.2 //
2010-08-20T05:30:00.000Z  75  2.300 //  214.5 //
2010-08-20T05:45:00.000Z 100  4.200 /_  250.6 /_
2010-08-20T06:00:00.000Z 100  4.900 /_  237.2 /_
2010-08-20T06:15:00.000Z 100  5.350 /_  234.7 /_
2010-08-20T06:30:00.000Z 100  5.750 /_  236.9 /_
2010-08-20T06:45:00.000Z   0  6.050 //    --- __
2010-08-20T07:00:00.000Z 100  6.413 //  244.6 //
2010-08-20T07:15:00.000Z 100  6.707 //  247.9 //
2010-08-20T07:30:00.000Z   0  6.963 /_  255.6 /_
2010-08-20T07:45:00.000Z 100  7.063 /_  257.0 /_
2010-08-20T08:00:00.000Z 100  7.207 //  258.8 //
2010-08-20T08:15:00.000Z 100  7.351 //  265.6 //
2010-08-20T08:30:00.000Z 100  7.503 //  284.3 //
2010-08-20T08:45:00.000Z 100  7.563 //  293.3 //
2010-08-20T09:00:00.000Z 100  7.813 //  294.3 //
2010-08-20T09:15:00.000Z 100  7.913 //  305.7 //
2010-08-20T09:30:00.000Z 100  8.056 //  325.8 //
2010-08-20T09:45:00.000Z 100  8.000 //  331.1 //
2010-08-20T10:00:00.000Z 100  8.125 //  340.6 //
2010-08-20T10:15:00.000Z 100  7.925 //  357.8 //
2010-08-20T10:30:00.000Z  75  7.625 //  353.4 //
2010-08-20T10:45:00.000Z 100  7.525 //  356.9 //
2010-08-20T11:00:00.000Z 100  7.550 //  358.9 //
2010-08-20T11:15:00.000Z 100  7.450 //  364.4 //
2010-08-20T11:30:00.000Z 100  7.500 //  375.2 //
2010-08-20T11:45:00.000Z 100  7.400 //  352.2 //
2010-08-20T12:00:00.000Z 100  7.425 //  355.3 //
2010-08-20T12:15:00.000Z 100  7.250 //  348.4 //
2010-08-20T12:30:00.000Z 100  7.250 //  362.9 //
2010-08-20T12:45:00.000Z  75  7.025 //  343.1 //
2010-08-20T13:00:00.000Z 100  6.975 //  335.2 //
2010-08-20T13:15:00.000Z 100  7.025 //  342.3 //
2010-08-20T13:30:00.000Z 100  7.125 //  349.5 //
2010-08-20T13:45:00.000Z 100  7.100 //  347.0 //
2010-08-20T14:00:00.000Z 100  7.175 //  328.6 //
2010-08-20T14:15:00.000Z 100  7.325 //  347.0 //
2010-08-20T14:30:00.000Z 100  7.325 //  330.2 //
2010-08-20T14:45:00.000Z 100  7.325 //  310.7 //
2010-08-20T15:00:00.000Z 100  7.325 //  306.7 //
2010-08-20T15:15:00.000Z  75  7.300 //  315.6 //
2010-08-20T15:30:00.000Z  75  7.775 //  356.4 //
2010-08-20T15:45:00.000Z 100  7.703 //  313.9 //
2010-08-20T16:00:00.000Z  75  7.800 //  312.5 //
2010-08-20T16:15:00.000Z 100  7.863 //  310.6 //
2010-08-20T16:30:00.000Z 100  7.975 //  322.3 //
2010-08-20T16:45:00.000Z 100  8.303 //  340.1 //
2010-08-20T17:00:00.000Z 100  8.400 //  331.4 //
2010-08-20T17:15:00.000Z 100  8.563 //  337.5 //
2010-08-20T17:30:00.000Z 100  8.400 //  340.8 //
2010-08-20T17:45:00.000Z 100  8.300 //  355.9 //
2010-08-20T18:00:00.000Z 100  8.150 //  362.7 //
2010-08-20T18:15:00.000Z 100  7.950 //  362.4 //
2010-08-20T18:45:00.000Z 100  7.500 //  368.5 //
2010-08-20T19:00:00.000Z  50  7.150 //  372.4 //
2010-08-20T19:15:00.000Z 100  6.950 //  404.1 //
2010-08-20T19:30:00.000Z  75  6.600 //  398.6 //
2010-08-20T19:45:00.000Z  75  6.200 //  415.1 //
2010-08-20T20:00:00.000Z 100  5.850 //  436.3 //
2010-08-20T20:15:00.000Z  75  5.450 /_  429.8 /_
2010-08-20T21:15:00.000Z  33  3.300 //  337.5 //
2010-08-20T21:30:00.000Z   0  3.050 //  329.6 //
2010-08-20T21:45:00.000Z  33  4.500 //  344.7 //
2010-08-20T22:00:00.000Z  50  5.550 //  359.2 //
2010-08-20T22:15:00.000Z  75  5.250 //  361.1 //
2010-08-20T22:30:00.000Z   0  4.850 //  358.8 //
2010-08-20T22:45:00.000Z  75  3.750 //  312.5 //
2010-08-20T23:00:00.000Z  33  5.350 //  311.5 //
2010-08-20T23:15:00.000Z  33  3.250 //  241.1 //
2010-08-20T23:30:00.000Z  50  5.350 //  270.6 //
2010-08-20T23:45:00.000Z  33  4.600 //  321.7 //
2010-08-21T00:00:00.000Z   0  3.700 //  299.9 //
2010-08-21T00:15:00.000Z  75  4.150 //  397.1 //
2010-08-21T00:30:00.000Z  33  3.850 //  365.4 //
2010-08-21T00:45:00.000Z   0  2.450 //  333.4 //
2010-08-21T01:00:00.000Z   0  2.100 //  354.9 //
2010-08-21T01:15:00.000Z  33  2.350 //  351.8 //
2010-08-21T02:15:00.000Z  75  2.100 //  350.4 //
2010-08-21T02:30:00.000Z  50  2.300 //  385.9 //
2010-08-21T03:30:00.000Z   0  1.800 //    --- __
2010-08-21T03:45:00.000Z  50  1.900 //  283.8 //
2010-08-21T04:15:00.000Z  33  1.650 //  305.1 //
2010-08-21T04:30:00.000Z  50  1.600 //  279.8 //
2010-08-21T04:45:00.000Z  33  1.550 //  293.5 //
2010-08-21T05:00:00.000Z 100  1.750 //  347.6 //
2010-08-21T05:15:00.000Z  50  2.050 //  272.2 //
2010-08-21T05:30:00.000Z  75  3.150 //  267.4 //
2010-08-21T05:45:00.000Z 100  4.150 //  256.9 //
2010-08-21T06:00:00.000Z 100  5.000 //  248.4 //
2010-08-21T06:15:00.000Z 100  5.500 //  242.8 //
2010-08-21T06:30:00.000Z 100  6.100 //  251.8 //
2010-08-21T06:45:00.000Z 100  6.650 //  258.6 //
2010-08-21T07:00:00.000Z   0  6.850 //    --- __
2010-08-21T07:15:00.000Z 100  7.213 //  267.5 //
2010-08-21T07:30:00.000Z 100  7.457 /_  285.1 /_
2010-08-21T07:45:00.000Z 100  7.656 /_  300.1 /_
2010-08-21T08:00:00.000Z 100  7.656 //  291.8 //
2010-08-21T08:15:00.000Z   0  7.750 //    --- __
2010-08-21T08:30:00.000Z 100  7.600 //  318.6 //
2010-08-21T08:45:00.000Z 100  7.475 //  321.9 //
2010-08-21T09:00:00.000Z 100  7.475 //  332.2 //
2010-08-21T09:15:00.000Z 100  7.625 //  334.2 //
2010-08-21T09:30:00.000Z 100  7.575 //  319.2 //
2010-08-21T09:45:00.000Z 100  7.525 //  334.9 //
2010-08-21T10:00:00.000Z 100  7.575 //  320.4 //
2010-08-21T10:15:00.000Z 100  7.625 //  334.8 //
2010-08-21T10:30:00.000Z 100  7.725 //  324.7 //
2010-08-21T10:45:00.000Z 100  7.825 //  324.7 //
2010-08-21T11:00:00.000Z 100  7.775 //  326.5 //
2010-08-21T11:15:00.000Z  75  7.625 //  315.5 //
2010-08-21T11:30:00.000Z 100  7.725 //  330.8 //
2010-08-21T11:45:00.000Z 100  7.925 //  329.0 //
2010-08-21T12:00:00.000Z 100  8.075 //  338.0 //
2010-08-21T12:15:00.000Z  75  8.075 //  330.6 //
2010-08-21T12:30:00.000Z 100  8.125 //  336.5 //
2010-08-21T12:45:00.000Z 100  8.025 //  318.3 //
2010-08-21T13:00:00.000Z  75  8.275 //  347.0 //
2010-08-21T13:15:00.000Z  75  7.625 //  313.2 //
2010-08-21T13:30:00.000Z  50  7.125 //  308.8 //
2010-08-21T13:45:00.000Z 100  7.850 //  377.2 //
2010-08-21T14:00:00.000Z 100  7.275 //  320.3 //
2010-08-21T14:15:00.000Z 100  7.475 //  329.9 //
2010-08-21T14:30:00.000Z  75  7.563 //  320.9 //
2010-08-21T14:45:00.000Z  75  7.575 //  304.0 //
2010-08-21T15:00:00.000Z 100  7.575 //  313.0 //
2010-08-21T15:15:00.000Z 100  7.475 //  311.0 //
2010-08-21T15:30:00.000Z 100  7.525 //  311.4 //
2010-08-21T15:45:00.000Z 100  7.775 //  325.1 //
2010-08-21T16:00:00.000Z 100  7.813 //  313.8 //
2010-08-21T16:15:00.000Z 100  7.906 //  309.5 //
2010-08-21T16:30:00.000Z   0  7.850 //    --- __
2010-08-21T16:45:00.000Z   0  7.950 //    --- __
2010-08-21T17:00:00.000Z 100  7.900 //  302.8 //
2010-08-21T17:15:00.000Z 100  7.807 //  300.9 //
2010-08-21T17:30:00.000Z 100  7.906 //  305.8 //
2010-08-21T17:45:00.000Z   0  7.950 //    --- __
2010-08-21T18:00:00.000Z 100  8.050 //  315.9 //
2010-08-21T18:15:00.000Z 100  7.900 //  327.2 //
2010-08-21T18:30:00.000Z 100  7.800 //  344.6 //
2010-08-21T18:45:00.000Z  75  7.500 //  340.3 //
2010-08-21T19:00:00.000Z 100  7.250 //  335.7 //
2010-08-21T19:15:00.000Z 100  7.050 //  329.8 //
2010-08-21T19:30:00.000Z 100  6.900 //  334.8 //
2010-08-21T19:45:00.000Z 100  6.650 //  333.8 //
2010-08-21T20:00:00.000Z 100  6.450 /_  332.7 /_
2010-08-21T20:15:00.000Z 100  6.300 /_  320.3 /_
2010-08-21T20:30:00.000Z 100  6.300 /_  322.2 /_
2010-08-21T20:45:00.000Z  75  6.300 /_  322.0 /_
2010-08-21T21:00:00.000Z  75  6.300 //  325.3 //
2010-08-21T21:15:00.000Z  75  6.300 //  324.8 //
2010-08-21T21:30:00.000Z  75  6.150 //  311.4 //
2010-08-21T22:00:00.000Z  33  3.800 //  253.6 //
2010-08-21T22:30:00.000Z   0  5.700 //    --- __
2010-08-21T23:00:00.000Z  75  4.300 //  306.4 //
2010-08-21T23:15:00.000Z  50  3.250 //  309.5 //
2010-08-22T00:00:00.000Z  33  3.700 //  359.0 //
2010-08-22T00:15:00.000Z  50  3.200 //  341.9 //
2010-08-22T00:30:00.000Z  50  3.400 //  366.0 //
2010-08-22T01:00:00.000Z  33  2.750 //  330.4 //
2010-08-22T01:15:00.000Z  33  2.950 //  347.4 //
2010-08-22T01:30:00.000Z  33  3.100 //  361.3 //
2010-08-22T01:45:00.000Z  75  3.300 //  322.3 //
2010-08-22T02:00:00.000Z   0  2.650 //  329.3 //
2010-08-22T02:15:00.000Z  75  2.600 //  297.1 //
2010-08-22T02:30:00.000Z  75  2.400 //  282.3 //
2010-08-22T02:45:00.000Z  75  2.200 //  278.1 //
2010-08-22T03:00:00.000Z  75  2.000 //  246.1 //
2010-08-22T03:15:00.000Z  33  2.000 //  282.9 //
2010-08-22T03:30:00.000Z 100  1.900 //  275.2 //
2010-08-22T03:45:00.000Z  50  1.750 //  278.8 //
2010-08-22T04:00:00.000Z  33  1.700 //  291.9 //
2010-08-22T05:15:00.000Z  75  1.800 //  293.3 //
2010-08-22T05:30:00.000Z  75  2.625 //  230.6 //
2010-08-22T05:45:00.000Z 100  4.150 //  248.6 //
2010-08-22T06:00:00.000Z 100  4.900 //  246.8 //
2010-08-22T06:15:00.000Z 100  5.375 //  256.2 //
2010-08-22T06:30:00.000Z 100  5.850 //  253.0 //
2010-08-22T06:45:00.000Z 100  6.350 //  261.6 //
2010-08-22T07:00:00.000Z 100  6.700 //  265.5 //
2010-08-22T07:15:00.000Z 100  7.163 /_  278.9 /_
2010-08-22T07:30:00.000Z 100  7.603 /_  277.4 /_
2010-08-22T07:45:00.000Z 100  7.963 //  274.4 //
2010-08-22T08:00:00.000Z  75  8.053 //  278.9 //
2010-08-22T08:15:00.000Z 100  8.125 //  279.8 //
2010-08-22T08:30:00.000Z  75  8.156 //  284.1 //
2010-08-22T08:45:00.000Z 100  8.256 //  290.0 //
2010-08-22T09:00:00.000Z 100  8.512 //  297.4 //
2010-08-22T09:15:00.000Z 100  8.800 //  301.0 //
2010-08-22T09:30:00.000Z 100  8.825 //  311.8 //
2010-08-22T09:45:00.000Z 100  8.913 //  306.7 //
2010-08-22T10:00:00.000Z 100  9.125 //  314.1 //
2010-08-22T10:15:00.000Z 100  9.325 //  306.2 //
2010-08-22T10:30:00.000Z 100  9.125 //  307.5 //
2010-08-22T10:45:00.000Z 100  8.962 //  314.7 //
2010-08-22T11:00:00.000Z 100  9.075 //  307.7 //
2010-08-22T11:15:00.000Z 100  9.150 //  312.8 //
2010-08-22T11:30:00.000Z 100  9.225 //  309.1 //
2010-08-22T11:45:00.000Z  75  9.125 //  313.9 //
2010-08-22T12:00:00.000Z 100  9.425 //  317.3 //
2010-08-22T12:15:00.000Z  50  9.175 //  300.9 //
2010-08-22T12:30:00.000Z 100  9.025 //  308.7 //
2010-08-22T12:45:00.000Z  75  8.462 //  333.0 //
2010-08-22T13:00:00.000Z   0  8.550 //    --- __
2010-08-22T13:15:00.000Z 100  8.475 //  318.2 //
2010-08-22T13:30:00.000Z 100  8.425 //  330.1 //
2010-08-22T13:45:00.000Z 100  8.275 //  328.0 //
2010-08-22T14:00:00.000Z 100  8.363 //  336.0 //
2010-08-22T14:15:00.000Z 100  8.575 //  334.3 //
2010-08-22T14:30:00.000Z 100  8.753 //  343.0 //
2010-08-22T14:45:00.000Z 100  8.663 //  338.6 //
2010-08-22T15:00:00.000Z 100  8.553 //  321.5 //
2010-08-22T15:15:00.000Z 100  8.762 //  336.4 //
2010-08-22T15:30:00.000Z 100  8.875 //  309.8 //
2010-08-22T15:45:00.000Z 100  8.925 //  324.1 //
2010-08-22T16:00:00.000Z 100  8.953 //  323.4 //
2010-08-22T16:15:00.000Z 100  8.925 //  313.2 //
2010-08-22T16:30:00.000Z 100  8.900 //  316.0 //
2010-08-22T16:45:00.000Z 100  9.075 //  312.6 //
2010-08-22T17:00:00.000Z  75  9.275 //  307.3 //
2010-08-22T17:15:00.000Z  75  9.275 //  317.0 //
2010-08-22T17:30:00.000Z  75  9.225 //  315.0 //
2010-08-22T17:45:00.000Z  50  9.150 //  328.4 //
2010-08-22T18:00:00.000Z 100  8.800 //  337.2 //
2010-08-22T18:15:00.000Z 100  8.650 //  339.9 //
2010-08-22T18:30:00.000Z 100  8.550 //  339.5 //
2010-08-22T18:45:00.000Z 100  8.600 //  342.1 //
2010-08-22T19:00:00.000Z 100  8.500 //  327.7 //
2010-08-22T19:15:00.000Z 100  8.450 //  335.3 //
2010-08-22T19:30:00.000Z 100  8.200 //  331.4 //
2010-08-22T19:45:00.000Z   0  8.100 //    --- __
2010-08-22T20:00:00.000Z  75  7.700 /_  340.3 /_
2010-08-22T20:15:00.000Z  75  7.400 /_  332.6 /_
2010-08-22T20:30:00.000Z  50  7.150 //  327.9 //
2010-08-22T20:45:00.000Z  75  4.750 //  288.2 //
2010-08-22T21:15:00.000Z  33  9.100 //  307.9 //
2010-08-22T21:30:00.000Z  33  4.950 //  269.3 //
2010-08-22T21:45:00.000Z  33  4.350 //  274.5 //
2010-08-22T22:00:00.000Z  50  6.650 //  303.4 //
2010-08-22T22:15:00.000Z  75  6.650 //  329.4 //
2010-08-22T22:30:00.000Z  50  4.850 //  300.8 //
2010-08-22T22:45:00.000Z  75  4.700 //  272.9 //
2010-08-22T23:00:00.000Z  33  6.250 //  272.2 //
2010-08-22T23:15:00.000Z  50  6.700 //  260.9 //
2010-08-22T23:30:00.000Z   0  5.250 //    --- __
2010-08-22T23:45:00.000Z  75  8.350 //  270.2 //
2010-08-23T00:00:00.000Z   0  4.800 //    --- __
2010-08-23T00:45:00.000Z  50  7.050 //  251.1 //
2010-08-23T01:00:00.000Z  75  6.600 //  255.7 //
2010-08-23T01:15:00.000Z  50  4.900 //  253.8 //
2010-08-23T01:30:00.000Z  50  4.850 //  242.0 //
2010-08-23T01:45:00.000Z  75  4.200 //  247.9 //
2010-08-23T02:00:00.000Z  75  3.700 //  255.0 //
2010-08-23T02:15:00.000Z  50  3.300 //  236.5 //
2010-08-23T02:30:00.000Z  75  2.850 //  223.6 //
2010-08-23T02:45:00.000Z  33  2.150 //  218.5 //
2010-08-23T03:00:00.000Z  50  3.100 //  239.9 //
2010-08-23T03:30:00.000Z  75  2.050 //  285.9 //
2010-08-23T03:45:00.000Z  75  1.950 //  259.1 //
2010-08-23T04:00:00.000Z  75  1.900 //  247.8 //
2010-08-23T04:15:00.000Z  75  1.750 //  283.6 //
2010-08-23T05:15:00.000Z  75  1.650 //  249.4 //
2010-08-23T05:30:00.000Z  50  2.775 //  228.6 //
2010-08-23T05:45:00.000Z 100  4.250 //  234.4 //
2010-08-23T06:00:00.000Z 100  5.051 //  223.1 //
2010-08-23T06:15:00.000Z  75  5.400 //  236.5 //
2010-08-23T06:30:00.000Z 100  5.600 //  236.9 //
2010-08-23T06:45:00.000Z 100  5.850 //  231.0 //
2010-08-23T07:00:00.000Z 100  6.262 /_  247.6 /_
2010-08-23T07:15:00.000Z   0  6.557 /_  244.4 /_
2010-08-23T07:30:00.000Z   0  6.600 //    --- __
2010-08-23T07:45:00.000Z  75  7.356 //  275.5 //
2010-08-23T08:00:00.000Z   0  7.450 //    --- __
2010-08-23T08:15:00.000Z   0  7.500 //    --- __
2010-08-23T08:30:00.000Z 100  7.450 //  293.9 //
2010-08-23T08:45:00.000Z 100  7.713 //  314.4 //
2010-08-23T09:00:00.000Z 100  7.713 //  327.7 //
2010-08-23T09:15:00.000Z 100  7.675 //  371.9 //
2010-08-23T09:30:00.000Z 100  7.425 //  348.0 //
2010-08-23T09:45:00.000Z 100  6.875 //  305.8 //
2010-08-23T10:00:00.000Z 100  6.625 //  313.1 //
2010-08-23T10:15:00.000Z 100  6.475 //  301.7 //
2010-08-23T10:30:00.000Z   0  6.350 //    --- __
2010-08-23T10:45:00.000Z  75  6.475 //  316.4 //
2010-08-23T11:00:00.000Z 100  6.663 //  334.9 //
2010-08-23T11:15:00.000Z 100  6.875 //  346.3 //
2010-08-23T11:30:00.000Z 100  6.875 //  346.4 //
2010-08-23T11:45:00.000Z 100  6.800 //  340.6 //
2010-08-23T12:00:00.000Z 100  6.775 //  336.3 //
2010-08-23T12:15:00.000Z 100  6.725 //  315.5 //
2010-08-23T12:30:00.000Z 100  6.825 //  325.9 //
2010-08-23T12:45:00.000Z 100  6.825 //  328.8 //
2010-08-23T13:00:00.000Z 100  6.875 //  337.5 //
2010-08-23T13:15:00.000Z 100  6.875 //  319.2 //
2010-08-23T13:30:00.000Z 100  7.025 //  329.2 //
2010-08-23T13:45:00.000Z 100  7.050 //  309.8 //
2010-08-23T14:00:00.000Z 100  7.250 //  313.5 //
2010-08-23T14:15:00.000Z 100  7.406 //  314.1 //
2010-08-23T14:30:00.000Z 100  7.425 //  316.1 //
2010-08-23T14:45:00.000Z 100  7.525 //  323.1 //
2010-08-23T15:00:00.000Z 100  7.606 //  320.0 //
2010-08-23T15:15:00.000Z  75  7.675 //  322.7 //
2010-08-23T15:30:00.000Z 100  7.713 //  306.8 //
2010-08-23T15:45:00.000Z 100  7.850 //  319.5 //
2010-08-23T16:00:00.000Z 100  7.875 //  311.4 //
2010-08-23T16:15:00.000Z 100  8.012 //  325.6 //
2010-08-23T16:30:00.000Z 100  8.250 //  338.6 //
2010-08-23T16:45:00.000Z 100  8.300 //  327.9 //
2010-08-23T17:00:00.000Z 100  8.200 //  320.9 //
2010-08-23T17:15:00.000Z 100  8.200 //  320.0 //
2010-08-23T17:30:00.000Z 100  8.100 //  325.7 //
2010-08-23T17:45:00.000Z 100  7.850 //  325.6 //
2010-08-23T18:00:00.000Z 100  7.800 //  329.3 //
2010-08-23T18:15:00.000Z 100  7.800 //  339.3 //
2010-08-23T18:30:00.000Z 100  7.600 //  352.6 //
2010-08-23T18:45:00.000Z 100  7.300 //  344.0 //
2010-08-23T19:00:00.000Z 100  7.150 //  345.2 //
2010-08-23T19:15:00.000Z 100  6.950 //  349.6 //
2010-08-23T19:30:00.000Z  75  6.750 //  352.5 //
2010-08-23T19:45:00.000Z 100  6.600 /_  358.0 /_
2010-08-23T20:00:00.000Z 100  6.500 /_  350.0 /_
2010-08-23T20:15:00.000Z  75  6.200 //  347.3 //
2010-08-23T20:30:00.000Z  50  5.650 //  317.8 //
2010-08-23T20:45:00.000Z   0  4.300 //  283.6 //
2010-08-23T21:00:00.000Z  33  6.750 //  291.9 //
2010-08-23T21:15:00.000Z   0  5.200 //  279.7 //
2010-08-23T21:30:00.000Z  50  4.400 //  256.6 //
2010-08-23T21:45:00.000Z  50  5.750 //  258.2 //
2010-08-23T22:00:00.000Z   0  5.300 //  242.4 //
2010-08-23T22:15:00.000Z   0  4.400 //    --- __
2010-08-23T22:30:00.000Z  50  7.050 //  261.9 //
2010-08-23T22:45:00.000Z  50  4.300 //  222.9 //
2010-08-23T23:00:00.000Z   0  8.000 //    --- __
2010-08-23T23:15:00.000Z  33  5.800 //  210.1 //
2010-08-23T23:30:00.000Z   0  6.250 //    --- __
2010-08-23T23:45:00.000Z  50  3.350 //  253.5 //
2010-08-24T00:30:00.000Z  33  3.700 //  294.7 //
2010-08-24T00:45:00.000Z   0  3.900 //    --- __
2010-08-24T01:00:00.000Z   0  3.850 //    --- __
2010-08-24T01:15:00.000Z  75  2.600 //  296.3 //
2010-08-24T01:30:00.000Z  75  3.450 //  321.0 //
2010-08-24T02:00:00.000Z  50  3.200 //  309.1 //
2010-08-24T02:15:00.000Z  75  3.050 //  298.9 //
2010-08-24T02:30:00.000Z  33  2.450 //  317.4 //
2010-08-24T02:45:00.000Z  33  2.450 //  292.6 //
2010-08-24T03:00:00.000Z  75  2.700 //  330.8 //
2010-08-24T03:30:00.000Z  33  2.400 //  304.5 //
2010-08-24T04:45:00.000Z  75  2.000 //  264.2 //
2010-08-24T05:30:00.000Z  75  3.600 //  290.1 //
2010-08-24T05:45:00.000Z  75  4.250 //  243.7 //
2010-08-24T06:00:00.000Z 100  5.050 //  246.7 //
2010-08-24T06:15:00.000Z   0  5.850 //    --- __
2010-08-24T06:30:00.000Z 100  6.400 /_  247.1 /_
2010-08-24T06:45:00.000Z 100  7.050 /_  246.7 /_
2010-08-24T07:00:00.000Z 100  7.600 /_  249.1 /_
2010-08-24T07:15:00.000Z  75  7.856 /_  253.8 /_
2010-08-24T07:30:00.000Z 100  7.953 //  252.6 //
2010-08-24T07:45:00.000Z 100  8.156 //  252.1 //
2010-08-24T08:00:00.000Z 100  8.756 //  263.9 //
2010-08-24T08:15:00.000Z 100  9.306 //  265.6 //
2010-08-24T08:30:00.000Z 100  9.563 //  274.3 //
2010-08-24T08:45:00.000Z  75  8.925 //  277.8 //
2010-08-24T09:00:00.000Z  50  9.425 //  321.2 //
2010-08-24T09:15:00.000Z  75  9.225 //  332.1 //
2010-08-24T09:30:00.000Z  75  8.512 //  332.7 //
2010-08-24T09:45:00.000Z  50  8.002 //  338.2 //
2010-08-24T10:00:00.000Z  75  7.450 //  368.6 //
2010-08-24T10:15:00.000Z  75  7.375 //  372.4 //
2010-08-24T10:30:00.000Z 100  7.225 //  382.0 //
2010-08-24T10:45:00.000Z 100  7.200 //  409.5 //
2010-08-24T11:00:00.000Z 100  7.125 //  358.8 //
2010-08-24T11:15:00.000Z 100  7.125 //  339.3 //
2010-08-24T11:30:00.000Z 100  7.125 //  341.8 //
